COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
AGRI 1600,B02 (60287),Introduction to Agrifood Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",TBA
AGRI 1600,B01 (60286),Introduction to Agrifood Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",TBA
AGRI 1600,B04 (60289),Introduction to Agrifood Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",TBA
AGRI 1600,K01 (60285),Introduction to Agrifood Systems (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",TBA
AGRI 1600,B05 (60290),Introduction to Agrifood Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",TBA
AGRI 2002,K01 (57997),Agricultural and Food Sciences Co-operative Education Work Term 1 (3),WKT,Jan 06 - Apr 09,Jitendra Paliwal
AGRI 2030,A03 (50824),Technical Communications (3),M,"Jan 06 - Apr 09, 13:00-14:15 (T)",TBA
AGRI 2030,A04 (50825),Technical Communications (3),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",TBA
AGRI 2030,A04 (50825),Technical Communications (3),M,"Jan 06 - Apr 09, 11:30-12:45 (T)",TBA
AGRI 2030,A02 (50823),Technical Communications (3),M,"Jan 06 - Apr 09, 10:00-11:15 (T)",TBA
AGRI 2030,A02 (50823),Technical Communications (3),M,"Jan 06 - Apr 09, 10:00-11:15 (R)",TBA
AGRI 2030,A03 (50824),Technical Communications (3),M,"Jan 06 - Apr 09, 13:00-14:15 (R)",TBA
AGRI 2180,A01 (50826),Introductory Toxicology (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",TBA
AGRI 2300,A01 (59171),Indigenous Issues in Food Systems (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Kyle Bobiwash
AGRI 2400,B03 (61765),Experimental Methods in Agricultural and Food Sciences (0),M,"Jan 06 - Apr 09, 14:30-17:25 (F)",Francis Zvomuya
AGRI 2400,A01 (60306),Experimental Methods in Agricultural and Food Sciences (3),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Francis Zvomuya
AGRI 2400,B02 (60308),Experimental Methods in Agricultural and Food Sciences (0),M,"Jan 06 - Apr 09, 17:45-20:40 (R)",Francis Zvomuya
AGRI 2400,B01 (60307),Experimental Methods in Agricultural and Food Sciences (0),M,"Jan 06 - Apr 09, 14:30-17:25 (R)",Francis Zvomuya
AGRI 3002,K01 (60701),Agricultural and Food Sciences Co-operative Education Work Term 2 (3),WKT,Jan 06 - Apr 09,Jitendra Paliwal
AGRI 4002,K01 (61001),Agricultural and Food Sciences Co-operative Education Work Term 3 (3),WKT,Jan 06 - Apr 09,Jitendra Paliwal
AGRI 4100,A02 (63459),Current Issues in Agricultural System (3),M,"Jan 06 - Apr 09, 14:30-17:30 (R)",Mario Tenuta
AGRI 4100,A01 (60327),Current Issues in Agricultural Systems (3),M,"Jan 06 - Apr 09, 14:30-17:30 (R)",Gabriel Machado Dallago
BIOE 3100,A01 (59918),Agricultural Engineering Fundamentals for Agronomists (3),M,"Jan 06 - Apr 09, 14:30-16:20 (F)",Derek Inglis
BIOE 3100,A01 (59918),Agricultural Engineering Fundamentals for Agronomists (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Derek Inglis
PLNT 2530,B01 (51943),Plant Biotechnology (0),M,"Jan 06 - Apr 09, 14:30-17:25 (M)",Brian Fristensky
PLNT 2530,B02 (52205),Plant Biotechnology (0),M,"Jan 06 - Apr 09, 14:30-17:25 (T)",Brian Fristensky
PLNT 2530,A01 (50801),Plant Biotechnology (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Brian Fristensky
PLNT 3540,A01 (50802),Weed Science (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Robert Gulden
PLNT 3540,A01 (50802),Weed Science (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Robert Gulden
PLNT 3560,A01 (50803),Organic Crop Production on the Prairies (3),M,"Jan 06 - Apr 09, 18:00-20:30 (M)",TBA
PLNT 3570,A01 (52603),Fundamentals of Plant Pathology (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Fouad Daayf
PLNT 3570,A01 (52603),Fundamentals of Plant Pathology (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Fouad Daayf
PLNT 4310,A01 (51305),Introductory Plant Genomics (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Harmeet Chawla
PLNT 4310,A01 (51305),Introductory Plant Genomics (3),M,"Jan 06 - Apr 09, 14:30-17:25 (T)",Harmeet Chawla
PLNT 4410,A01 (50909),"Grassland Agriculture: Plant, Animal and Environment (3)",M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Emma McGeough
PLNT 4410,A01 (50909),"Grassland Agriculture: Plant, Animal and Environment (3)",M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Emma McGeough
PLNT 4510,A01 (59929),Advanced Cropping Systems (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Yvonne Lawley
PLNT 4550,A01 (50804),Developmental Plant Biology (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Claudio Stasolla
PLNT 4550,A01 (50804),Developmental Plant Biology (3),M,"Jan 06 - Apr 09, 14:30-17:25 (F)",Claudio Stasolla
PLNT 4570,A01 (52169),Research Methods in Plant Pathology (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Fouad Daayf
PLNT 4570,A01 (52169),Research Methods in Plant Pathology (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Fouad Daayf
PLNT 4590,A01 (50805),Physiology of Crop Plants (3),M,"Jan 06 - Apr 09, 14:30-17:25 (W)",Belay Ayele
PLNT 4590,A01 (50805),Physiology of Crop Plants (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Belay Ayele
PLNT 7164,A01 (63018),Genetic Mapping in Plants (3),M,Jan 06 - Apr 09,Curt McCartney
PLNT 7250,A01 (50883),Plant Science Seminar (Part B) (1.5),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Belay Ayele
PLNT 7420,A01 (50908),Advanced Plant Science Seminar (Part B) (1.5),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Claudio Stasolla
PLNT 7420,A02 (52171),Advanced Plant Science Seminar (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Claudio Stasolla
SOIL 3520,A01 (52763),"Pesticides: Environment, Economics and Ethics (3)",M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Inoka Amarakoon Mudiyanselage
SOIL 4060,A01 (50728),Physical Properties of Soils (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Afua Mante
SOIL 4060,A01 (50728),Physical Properties of Soils (3),M,"Jan 06 - Apr 09, 14:30-17:25 (T)",Afua Mante
SOIL 4400,A01 (58750),Soil Ecology (3),M,"Jan 06 - Apr 09, 14:30-17:25 (R)",Xiaopeng Gao
SOIL 4400,A01 (58750),Soil Ecology (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Xiaopeng Gao
SOIL 4500,A01 (52162),Remediation of Contaminated Land (3),M,"Jan 06 - Apr 09, 18:00-20:45 (T)",Francis Zvomuya
SOIL 7250,T12 (64429),Water in the Soil-Plant-Atmosphere Continuum (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Henrique Carvalho
SOIL 7250,T11 (64428),Nutrients in Agroecosystems (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Xiaopeng Gao
EDUB 1790,A02 (64872),Introduction to Education: What Does it Mean to Teach? (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",TBA
EDUB 1790,A01 (64871),Introduction to Education: What Does it Mean to Teach? (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",TBA
EDUB 3014,A11 (52924),Early Years Science and Social Studies: Pedagogy and Curriculum (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUB 3014,A12 (54485),Early Years Science and Social Studies: Pedagogy and Curriculum (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUB 3016,A12 (54487),Creative Collaboration in the Arts (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUB 3016,A11 (52925),Creative Collaboration in the Arts (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUB 3052,A13 (52927),Middle Years: Teaching for Learning- Developing a Responsive Pedagogy (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUB 3054,A13 (52929),Introduction to Teaching Mathematics in Middle Years 1 (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUB 3058,A24 (62959),Teaching Science in Middle Years (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUB 3058,A23 (54488),Teaching Science in Middle Years (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUB 3058,A13 (64609),Teaching Science in Middle Years (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 3102,A16 (52932),Senior Years: Language and Literacy Across the Curriculum (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 3102,A17 (54874),Senior Years: Language and Literacy Across the Curriculum (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUB 3102,A15 (52931),Senior Years: Language and Literacy Across the Curriculum (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",Amir Michalovich
EDUB 3312,G36 (53136),Early Years: Practicum 2 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3312,G36 (53136),Early Years: Practicum 2 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3312,G36 (53136),Early Years: Practicum 2 (3),M,"Mar 17 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3312,G36 (53136),Early Years: Practicum 2 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3312,G36 (53136),Early Years: Practicum 2 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3322,G36 (53138),Middle Years: Practicum 2 (3),M,"Mar 17 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3322,G36 (53138),Middle Years: Practicum 2 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3322,G36 (53138),Middle Years: Practicum 2 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3322,G36 (53138),Middle Years: Practicum 2 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3322,G36 (53138),Middle Years: Practicum 2 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3332,G36 (53141),Senior Years: Practicum 2 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3332,G36 (53141),Senior Years: Practicum 2 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3332,G36 (53141),Senior Years: Practicum 2 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3332,G36 (53141),Senior Years: Practicum 2 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3332,G36 (53141),Senior Years: Practicum 2 (3),M,"Mar 14 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3406,A43 (64610),Indigenous Perspectives and the Curriculum (3),M,"Jan 07 - Mar 13, 13:30-15:20 (TR)",Amy Farrell-Morneau
EDUB 3406,A42 (60889),Indigenous Perspectives and the Curriculum (3),M,"Jan 07 - Mar 13, 15:30-17:20 (TR)",TBA
EDUB 3426,A40 (52934),La p�dagogie de fran�ais de base aux niveaux interm�diare et de la jeune enfance (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUB 3502,T41 (64604),Professional Learning Through Narrative Inquiry (3),M,"Jan 07 - Mar 13, 15:30-17:20 (TR)",Yi Li
EDUB 3506,A41 (59073),Principles and Procedures of Second Language Education (3),M,"Jan 08 - Mar 14, 13:30-15:20 (WF)",Sreemali Herath
EDUB 3508,A40 (64603),Language and Content Instruction of EAL Students (3),M,"Jan 07 - Mar 13, 15:30-17:20 (TR)",TBA
EDUB 3510,A37 (61858),Language Awareness for Teachers (3),OC,Jan 07 - Mar 14,Sreemali Herath
EDUB 3514,A40 (57701),Literature for Children (3),M,"Jan 07 - Mar 13, 13:30-15:20 (TR)",Gregory Bryan
EDUB 3518,A40 (62630),Drama Across the Curriculum (3),M,"Jan 07 - Mar 13, 13:30-15:20 (TR)",TBA
EDUB 3528,A40 (59779),Media Literacy (3),M,"Jan 08 - Mar 14, 13:30-15:20 (WF)",TBA
EDUB 3538,A37 (64601),Assessment Practices and Policies for Grades K-12 Classrooms (3),OC,Jan 07 - Mar 14,Martha Koch
EDUB 3538,A37 (64601),Assessment Practices and Policies for Grades K-12 Classrooms (3),OC,"Jan 14 - Jan 14, 17:30-20:00 (T)",Martha Koch
EDUB 3538,A37 (64601),Assessment Practices and Policies for Grades K-12 Classrooms (3),OC,"Feb 25 - Feb 25, 17:30-20:00 (T)",Martha Koch
EDUB 3538,A37 (64601),Assessment Practices and Policies for Grades K-12 Classrooms (3),OC,"Feb 04 - Feb 04, 17:30-20:00 (T)",Martha Koch
EDUB 4014,A21 (54492),Early Years: Physical Education/ Health Education (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 4050,A23 (54879),Middle Years: Creating Classroom Learning Environments (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUB 4052,A23 (54493),Teaching Mathematics in Middle Years 2 (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 4102,T26 (62633),Social and Ecological Justice in Senior Years (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 4102,T27 (62634),Social and Ecological Justice in Senior Years (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 4102,T25 (62631),Social and Ecological Justice in Senior Years (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUB 4120,A31 (52937),Senior Years: Teaching English Language Arts (3),M,"Jan 08 - Mar 14, 13:30-15:20 (WF)",Michelle Honeyford
EDUB 4132,A31 (53410),Senior Years: Teaching History (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",Shannon Moore
EDUB 4140,A31 (64161),Senior Years: Teaching Biology (3),M,"Jan 07 - Mar 13, 13:30-15:20 (TR)",TBA
EDUB 4152,A31 (52939),Senior Years: Teaching Physical Education and Health Education (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUB 4312,G36 (54887),Early Years Practicum 4 (3),M,"Mar 17 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4312,G36 (54887),Early Years Practicum 4 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4312,G36 (54887),Early Years Practicum 4 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4312,G36 (54887),Early Years Practicum 4 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4312,G36 (54887),Early Years Practicum 4 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4322,G36 (54897),Middle Years: Practicum 4 (3),M,"Mar 17 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4322,G36 (54897),Middle Years: Practicum 4 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4322,G36 (54897),Middle Years: Practicum 4 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4322,G36 (54897),Middle Years: Practicum 4 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4322,G36 (54897),Middle Years: Practicum 4 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4332,G36 (54898),Senior Years: Practicum 4 (3),M,"Jan 06 - Jan 27, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4332,G36 (54898),Senior Years: Practicum 4 (3),M,"Mar 17 - Mar 28, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4332,G36 (54898),Senior Years: Practicum 4 (3),M,"Feb 10 - Mar 10, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4332,G36 (54898),Senior Years: Practicum 4 (3),M,"Apr 07 - Apr 24, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4332,G36 (54898),Senior Years: Practicum 4 (3),M,"Feb 03 - Feb 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 5220,T25 (64806),"Participatory, Inquiry-based Learning Through Digital Multimodal Composing (3)",M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Amir Michalovich
EDUB 5220,T19 (64600),Technology Mediated Second Language Instruction (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",TBA
EDUB 5220,T15 (64599),TBA - Topic in Indigenous Education (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",TBA
EDUB 5524,A01 (64584),Language Development for Multilingual Educators (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",TBA
EDUB 5870,A01 (64807),Mentoring for Teachers (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",TBA
EDUB 7000,A36 (64585),Contemporary Perspectives and Practices in Arts Education (3),OC,"Jan 06 - Apr 09, 17:30-20:15 (M)",Joanna Black
EDUB 7142,T55 (64586),Literature for Children and Adolescents (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",Gregory Bryan
EDUB 7210,A01 (54600),Seminar in E.S.L. Theory and Practice (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Sandra Kouritzin
EDUB 7220,A01 (53334),Research Issues and Application in TESL (Teaching English as a Second Language) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Sandra Kouritzin
EDUB 7420,A01 (61794),Study of Teaching (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",Joanna Black
EDUB 7492,A01 (63734),Recent Advances in Mathematics Education and Science Education (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Christopher Charles
EDUB 7542,A01 (64927),Contemporary Approaches to Curriculum Theorizing (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",Shannon Moore
EDUB 7730,A01 (64588),"Being an Educator in Contemplative, Holistic, and Integrative Education (3)",M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Thomas Falkenberg
EDUB 7950,A36 (64589),"Indigenous Storytelling, Narrative and Storywork as Pedagogy (3)",OC,"Jan 06 - Apr 09, 17:30-20:15 (R)",Amy Farrell-Morneau
EDUA 1560,D02 (54448),Adult Learning and Development (3),DE,Jan 06 - Apr 09,TBA
EDUA 1570,D02 (57680),Foundations of Adult Education (3),DE,Jan 06 - Apr 09,TBA
EDUA 1580,D02 (57696),Program Planning in Adult Education (3),DE,Jan 06 - Apr 09,TBA
EDUA 3000,A46 (52916),Canadian School Systems and Their Public Purpose (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",David Hauseman
EDUA 3002,A45 (52921),Contested Spaces in Education (3),M,"Jan 07 - Mar 13, 13:30-15:20 (TR)",Nathalie Piquemal
EDUA 3002,A43 (52919),Contested Spaces in Education (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",Shawn Darby
EDUA 3002,A44 (52920),Contested Spaces in Education (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUA 3404,A42 (60885),Indigenous Education (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUA 3420,D02 (53455),Cross-Cultural Education (3),DE,Jan 06 - Apr 09,Shawn Darby
EDUA 3422,A40 (62622),An Introduction to Childhood Trauma and Its Impact in the Classroom (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",TBA
EDUA 3500,T02 (64605),Gender and Sexual Diversity in Education and Community (3),M,"Jan 08 - Mar 14, 13:30-15:20 (WF)",TBA
EDUA 4000,A12 (64607),Inclusive Education (3),M,"Jan 08 - Mar 14, 08:30-10:20 (WF)",TBA
EDUA 4000,A13 (64608),Inclusive Education (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",Lauren Goegan
EDUA 4000,A45 (54484),Inclusive Education (3),M,"Jan 07 - Mar 13, 08:30-10:20 (TR)",TBA
EDUA 4000,A44 (54483),Inclusive Education (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUA 4000,A43 (54889),Inclusive Education (3),M,"Jan 07 - Mar 13, 10:30-12:20 (TR)",Mary-Ann Updike
EDUA 4000,A11 (64606),Inclusive Education (3),M,"Jan 08 - Mar 14, 10:30-12:20 (WF)",TBA
EDUA 5012,D01 (60291),Legal and Administrative Aspects of Schools for Clinicians (3),DE,Jan 06 - Apr 09,Shawn Darby
EDUA 5030,A36 (63695),Management of Educational Institutions (3),OC,"Jan 06 - Apr 09, 17:30-20:15 (M)",Peng Liu
EDUA 5060,A36 (60925),Principles of Instructional Supervision (3),OC,"Jan 06 - Apr 09, 17:30-20:15 (R)",David Hauseman
EDUA 5480,A02 (52589),Counselling Skills (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Priya Mani
EDUA 5490,G36 (54911),Field Placement in Counselling (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Grace Ukasoanya
EDUA 5520,A01 (64575),Ethics in Counselling (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",TBA
EDUA 5540,A01 (64576),Group Counselling (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",Grace Ukasoanya
EDUA 5602,A01 (60008),Introduction to Inclusive Education (Part B) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Mary-Ann Updike
EDUA 5614,A01 (63698),Working with Vulnerable Children: An Introduction to Trauma Care (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",TBA
EDUA 5632,A01 (60296),Assessment and Instruction in Inclusive Education (Part B) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Mary-Ann Updike
EDUA 5642,A01 (64577),Inclusive Education: Transition from School to Adult Life (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",TBA
EDUA 5662,A02 (64578),Delivering Supports for Inclusive Education (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Lauren Goegan
EDUA 5680,D01 (64579),Promoting Responsible Behaviour in Educational Settings (3),DE,Jan 06 - Apr 09,Mary-Ann Updike
EDUA 7050,A36 (52182),Theoretical Perspectives on Educational Administration (3),OC,"Jan 06 - Apr 09, 17:30-20:15 (M)",Ee-Seul Yoon
EDUA 7070,A01 (64580),The Analysis of Educational Organizations (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Peng Liu
EDUA 7200,A36 (64581),Philosophy of Education (3),OC,"Jan 06 - Apr 09, 17:30-20:15 (M)",Nathalie Piquemal
EDUA 7280,A01 (55864),Seminar in Cross-Cultural Education 2 (3),M,"Jan 06 - Apr 09, 17:30-20:15 (T)",Joe Curnow
EDUA 7340,A01 (58436),Seminar in Educational Thought (3),M,"Jan 06 - Apr 09, 17:30-20:15 (R)",TBA
EDUA 7520,G36 (52184),Practicum Seminar in Counselling (Part B) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Priya Mani
EDUA 7602,A01 (64582),Seminar in Inclusive Education (Part B) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Nadine Bartlett
EDUA 7710,A01 (52552),Development in Learning Environments (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Man Tze
EDUA 7710,A02 (61760),Development in Learning Environments (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",Man Tze
EDUA 7830,A02 (63704),Engaging with Research in Education (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",TBA
EDUA 7840,A02 (52237),Qualitative Research Methods in Education (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",TBA
EDUA 7860,T12 (64592),Arts-based Research (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",Bruno De Oliveira Jayme
EDUC 7050,T11 (63693),Doctoral Seminar 2 (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",Michelle Honeyford
ARCH 7060,A02 (51279),Arch Studio 6 (9),M,"Jan 06 - Apr 09, 08:30-16:15 (MR)",Neil Minuk
ARCH 7060,A03 (51280),Arch Studio 6 (9),M,"Jan 06 - Apr 09, 08:30-16:15 (MR)",Maria Garcia Holguera
ARCH 7060,A04 (51282),Arch Studio 6 (9),M,"Jan 06 - Apr 09, 08:30-16:15 (MR)",TBA
ARCH 7060,A01 (51278),Arch Studio 6 (9),M,"Jan 06 - Apr 09, 08:30-16:15 (MR)",Ralph Stern
ARCH 7080,A01 (51275),Technology Thesis Report (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Maria Garcia Holguera
ARCH 7350,A01 (50420),Legal Aspects of Architectural Practice (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",TBA
ARCH 7350,A01 (50420),Legal Aspects of Architectural Practice (3),M,"Jan 06 - Apr 09, 12:00-13:15 (T)",TBA
ARCG 7070,T32 (56893),Interdiscplinary Design (3),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",Neil Minuk
ARCG 7070,T32 (56893),Interdiscplinary Design (3),M,"Jan 06 - Apr 09, 17:30-20:20 (M)",Neil Minuk
ARCG 7080,T77 (64492),Urban Development Processes (3),M,"Jan 06 - Apr 09, 18:00-21:50 (W)",TBA
ARCG 7080,T17 (50753),GIS for Planners (3),M,"Jan 06 - Apr 09, 18:00-21:50 (W)",TBA
ARCG 7250,K01 (62825),Cooperative Education / Integrated Work Term 2 (0),WKT,Jan 06 - Apr 09,TBA
CITY 7020,A01 (51274),Planning Research Methods (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",Laurie Bridgman
CITY 7050,A01 (57715),Capstone Project (Part B) (3),M,"Jan 06 - Apr 09, 13:00-16:00 (W)",Laurie Bridgman
CITY 7070,A01 (60338),Housing and Urban Revitalization (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",TBA
CITY 7340,A01 (59202),Urban Development (3),M,"Jan 06 - Apr 09, 17:30-20:15 (W)",TBA
CITY 7420,A01 (50423),Planning Design 2 (6),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",Raphael Ayambire
CITY 7420,A01 (50423),Planning Design 2 (6),M,"Jan 06 - Apr 09, 13:00-17:15 (TR)",Raphael Ayambire
CITY 7430,K01 (55218),Planning Design 3 (6),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",Richard Milgrom
CITY 7430,K01 (55218),Planning Design 3 (6),M,"Jan 06 - Apr 09, 13:00-17:15 (TR)",Richard Milgrom
CITY 7440,A01 (63294),Planning Design 4 (Part B) (3),M,"Jan 06 - Apr 09, 13:00-16:00 (TR)",Sarah Cooper
CITY 7470,A01 (50424),Professional Planning Practice (3),M,"Jan 06 - Apr 09, 18:00-21:50 (R)",TBA
EVAR 3006,A01 (51257),"Architectural Technology 2 � Building Construction, Structures and Envelopes (3)",M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Liane Veness
