COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
SOC 2510,A04 (22664),Criminology (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Eric Linden,
SOC 2510,D01 (10792),Criminology (3),DE,Sep 04 - Dec 09,David Bowman,
SOC 2510,A03 (10622),Criminology (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Melanie Murchison,
SOC 2610,A01 (19917),Sociology of Criminal Justice and Corrections (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Vicki Chartrand,
SOC 2610,A02 (23769),Sociology of Criminal Justice and Corrections (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Emily Gerbrandt,
SOC 2620,A01 (24755),The Sociology of Aging (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Laura Funk,
SOC 3100,A01 (23771),Practicum in Criminological/Sociological Research (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (MW)",Edward Cormier,
SOC 3380,A01 (22669),"Power, Politics and the Welfare State (3)",M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Mara Fridell,
SOC 3400,A01 (24756),Policing and Crime Prevention (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Eric Linden,
SOC 3460,T02 (24759),"Ecological Crisis, Work and Capitalism Today (3)",M,"Sep 04 - Dec 09, 16:00-17:15 (TR)",David Camfield,
SOC 3580,A01 (24760),"Media, Culture and Society (3)",M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",,
SOC 3700,A01 (24761),Sociology of Law (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Jeremy Patzer,
SOC 3762,A01 (24762),"Law, Justice, and Indigenous Peoples (3)",M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Jeremy Patzer,
SOC 3790,A01 (22672),"Women, Crime and Social Justice (3)",M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Melanie Murchison,
SOC 3830,A01 (24763),"Youth, Crime, and Society (3)",M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Joseph Asomah,
SOC 3860,A01 (24764),"Genocide, Crime and Society (3)",M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Leon Laidlaw,
SOC 4450,A01 (10645),Honours Seminar (Part A) (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Mara Fridell,
SOC 4460,A01 (21597),Advanced Sociological Theory (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Charles Axelrod,
SOC 4490,A01 (22674),Advanced Seminar in Criminology (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Joseph Asomah,
SOC 4580,A01 (24765),Social Research Methods (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Zhenxiang Chen,
SOC 7190,T01 (24766),Embodied Theories of Social Construction (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Athena Engman,
SOC 7400,A01 (24767),Advanced Quantitative Research Methods (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Jason Edgerton,
SOC 7450,T01 (24768),White Collar Crime (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Joseph Asomah,
WOMN 1500,A02 (11605),Introduction to Women's and Gender Studies in the Humanities (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Morgan Abbott,
WOMN 1500,A01 (20523),Introduction to Women's and Gender Studies in the Humanities (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
WOMN 1600,D01 (11626),Introduction to Women's and Gender Studies in the Social Sciences (3),DE,Sep 04 - Dec 09,Lisa Bednar,
WOMN 1600,A02 (11607),Introduction to Women's and Gender Studies in the Social Sciences (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Morgan Abbott,
WOMN 1600,A01 (11608),Introduction to Women's and Gender Studies in the Social Sciences (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Elizabeth Millward,
WOMN 2430,A01 (24778),Indigenous Women's Stories (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",,
WOMN 2500,A01 (24779),"Race, Class and Sexuality (3)",M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",,
WOMN 2540,T20 (22680),Feminisms and (Dis)abilities (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Christine Stewart,
WOMN 2540,T03 (24780),"Joy, Love, and Masculinity in Contemporary Culture (3)",M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Jocelyn Thorpe,
WOMN 2620,A01 (24781),Feminism and Popular Culture (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Shawna Ferris,
WOMN 3130,A01 (24782),"Gender, Race and Environmental Justice (3)",M,"Sep 04 - Dec 09, 08:30-11:15 (F)",Jocelyn Thorpe,
WOMN 3500,T04 (24783),Women and Leadership (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Elizabeth Millward,
BIOL 1000,G07 (17979),Biology: Foundations of Life (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Emily McKinnon,
BIOL 1000,D01 (19913),Biology: Foundations of Life (3),DE,Sep 04 - Dec 09,Michael Shaw,
BIOL 1000,A04 (11557),Biology: Foundations of Life (3),M,Sep 04 - Dec 09,TBA,
BIOL 1000,A04 (11557),Biology: Foundations of Life (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
BIOL 1000,A01 (10226),Biology: Foundations of Life (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
BIOL 1010,A01 (12513),Biology: Biological Diversity and Interaction (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
BIOL 1010,D01 (10783),Biology: Biological Diversity and Interaction (3),DE,Sep 04 - Dec 09,Michael Shaw,
BIOL 1020,B10 (10304),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 14:30-17:20 (W)",Cassandra Debets,
BIOL 1020,A05 (10241),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Kevin Scott,
BIOL 1020,A04 (10243),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",TBA,
BIOL 1020,B02 (10262),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 14:30-17:20 (T)",Cassandra Debets,
BIOL 1020,A02 (10235),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Jennifer Doering,
BIOL 1020,A03 (10239),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",John Markham,
BIOL 1020,A06 (10242),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Cassandra Debets,
BIOL 1020,B05 (10277),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 08:30-11:20 (R)",Cassandra Debets,
BIOL 1020,B06 (10280),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 14:30-17:20 (R)",Cassandra Debets,
BIOL 1020,B03 (10268),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 08:30-11:20 (W)",Cassandra Debets,
BIOL 1020,B04 (10274),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 14:30-17:20 (W)",Cassandra Debets,
BIOL 1020,B08 (10292),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 08:30-11:20 (F)",Cassandra Debets,
BIOL 1020,B09 (10298),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 14:30-17:20 (F)",Cassandra Debets,
BIOL 1020,B07 (10286),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 19:00-21:50 (R)",Cassandra Debets,
BIOL 1020,B01 (10256),Biology 1: Principles and Themes (0),M,"Sep 04 - Dec 09, 08:30-11:20 (T)",Cassandra Debets,
BIOL 1020,A01 (10234),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 08:30-09:20 (MWF)",TBA,
BIOL 1020,G07 (16548),Biology 1: Principles and Themes (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Emily McKinnon,
BIOL 1300,A01 (11442),Economic Plants (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
BIOL 1410,B07 (11479),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (T)",Kristie Lester,
BIOL 1410,B08 (23149),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (T)",Kristie Lester,
BIOL 1410,B35 (11750),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 18:30-20:20 (R)",Kristie Lester,
BIOL 1410,B34 (23164),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 18:30-20:20 (T)",Kristie Lester,
BIOL 1410,B09 (11481),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (W)",Kristie Lester,
BIOL 1410,B31 (11746),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (F)",Kristie Lester,
BIOL 1410,B33 (11748),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 18:30-20:20 (T)",Kristie Lester,
BIOL 1410,B32 (23163),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (F)",Kristie Lester,
BIOL 1410,B03 (11475),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (T)",Kristie Lester,
BIOL 1410,B04 (23146),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (T)",Kristie Lester,
BIOL 1410,B17 (11489),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (R)",Kristie Lester,
BIOL 1410,B02 (23145),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (T)",Kristie Lester,
BIOL 1410,B06 (23148),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (T)",Kristie Lester,
BIOL 1410,B36 (23165),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 18:30-20:20 (R)",Kristie Lester,
BIOL 1410,B05 (11477),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (T)",Kristie Lester,
BIOL 1410,B50 (24078),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (F)",Kristie Lester,
BIOL 1410,B30 (23162),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (F)",Kristie Lester,
BIOL 1410,B24 (23159),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (R)",Kristie Lester,
BIOL 1410,B18 (23156),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (R)",Kristie Lester,
BIOL 1410,B15 (11487),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (W)",Kristie Lester,
BIOL 1410,B16 (23155),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (W)",Kristie Lester,
BIOL 1410,B19 (11491),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (R)",Kristie Lester,
BIOL 1410,B22 (23158),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (R)",Kristie Lester,
BIOL 1410,B23 (11495),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 16:00-17:50 (R)",Kristie Lester,
BIOL 1410,B20 (23157),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (R)",Kristie Lester,
BIOL 1410,B21 (11493),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (R)",Kristie Lester,
BIOL 1410,B14 (23154),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (W)",Kristie Lester,
BIOL 1410,B27 (11499),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (F)",Kristie Lester,
BIOL 1410,B10 (23150),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (W)",Kristie Lester,
BIOL 1410,B29 (11501),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (F)",Kristie Lester,
BIOL 1410,B28 (23161),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (F)",Kristie Lester,
BIOL 1410,B26 (23160),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (F)",Kristie Lester,
BIOL 1410,B12 (23153),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (W)",Kristie Lester,
BIOL 1410,B13 (11485),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 13:30-15:20 (W)",Kristie Lester,
BIOL 1410,B11 (11483),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 11:00-12:50 (W)",Kristie Lester,
BIOL 1410,B25 (11497),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (F)",Kristie Lester,
BIOL 1410,A06 (11745),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Paul Messing,
BIOL 1410,A05 (11472),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",TBA,
BIOL 1410,A01 (11468),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Cole Robson-Hyska,
BIOL 1410,B01 (11473),Anatomy of the Human Body (0),M,"Sep 04 - Dec 09, 08:30-10:20 (T)",Kristie Lester,
BIOL 1410,A07 (11559),Anatomy of the Human Body (3),M,Sep 04 - Dec 09,TBA,
BIOL 1410,A07 (11559),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
BIOL 1410,A02 (11469),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Cole Robson-Hyska,
BIOL 1410,A04 (11471),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 16:00-17:15 (TR)",Paul Messing,
BIOL 1410,A03 (11470),Anatomy of the Human Body (3),M,"Sep 04 - Dec 09, 16:00-18:45 (W)",TBA,
BIOL 2200,B02 (11507),The Invertebrates (0),M,"Sep 04 - Dec 09, 14:30-17:25 (W)",Joy Stacey,
BIOL 2200,B01 (11506),The Invertebrates (0),M,"Sep 04 - Dec 09, 14:30-17:25 (T)",Joy Stacey,
BIOL 2200,A01 (11505),The Invertebrates (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Patricia Ramey-Balci,
BIOL 2200,B03 (11508),The Invertebrates (0),M,"Sep 04 - Dec 09, 14:30-17:25 (R)",Joy Stacey,
BIOL 2240,A01 (24625),The Non-Flowering Plants (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Carla Zelmer,
BIOL 2240,B01 (24626),The Non-Flowering Plants (0),M,"Sep 04 - Dec 09, 14:30-17:25 (W)",Carla Zelmer,
BIOL 2240,B02 (24627),The Non-Flowering Plants (0),M,"Sep 04 - Dec 09, 18:00-20:55 (W)",Carla Zelmer,
BIOL 2260,B01 (11696),Biology of Fungi and Lichens (0),M,"Sep 04 - Dec 09, 09:30-11:20 (T)",Ashley Klymiuk,
BIOL 2260,B03 (22551),Biology of Fungi and Lichens (0),M,"Sep 04 - Dec 09, 09:30-11:20 (R)",Ashley Klymiuk,
BIOL 2260,B02 (22550),Biology of Fungi and Lichens (0),M,"Sep 04 - Dec 09, 09:30-11:20 (W)",Ashley Klymiuk,
BIOL 2260,A01 (11451),Biology of Fungi and Lichens (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Ashley Klymiuk,
BIOL 2390,A01 (16205),Introductory Ecology (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Cole Robson-Hyska,
BIOL 2410,D01 (13275),Human Physiology 1 (3),DE,Sep 04 - Dec 09,Kristie Lester,
BIOL 2410,A01 (11504),Human Physiology 1 (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",William Fry,
BIOL 2470,B01 (25309),Introduction to Neurobiology (0),M,"Sep 04 - Dec 09, 14:30-17:20 (M)",Byron Van Nest,
BIOL 2470,A01 (25308),Introduction to Neurobiology (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Byron Van Nest,
BIOL 2500,B02 (11454),Genetics 1 (0),M,"Sep 04 - Dec 09, 10:00-11:15 (R)",Jennifer Doering,
BIOL 2500,B01 (11453),Genetics 1 (0),M,"Sep 04 - Dec 09, 10:00-11:15 (T)",Jennifer Doering,
BIOL 2500,A01 (11452),Genetics 1 (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Jennifer Doering,
BIOL 2520,A01 (11503),Cell Biology (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Sreeparna Vappala,
BIOL 2600,B02 (22308),Introduction to Computational Biology (0),M,"Sep 04 - Dec 09, 14:30-16:20 (R)",Olivia Wilkins,
BIOL 2600,A01 (22306),Introduction to Computational Biology (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Olivia Wilkins,
BIOL 2600,B01 (22307),Introduction to Computational Biology (0),M,"Sep 04 - Dec 09, 14:30-16:20 (W)",Olivia Wilkins,
BIOL 3100,B01 (23837),Skills in Biological Sciences (0),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Jane Waterman,
BIOL 3100,A01 (11542),Skills in Biological Sciences (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Jane Waterman,
BIOL 3270,A01 (24623),Introductory Parasitology (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Jillian Detwiler,
BIOL 3270,B01 (24624),Introductory Parasitology (0),M,"Sep 04 - Dec 09, 14:30-17:25 (R)",Jillian Detwiler,
BIOL 3290,A01 (11457),Medicinal and Hallucinogenic Plants (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",TBA,
BIOL 3300,B02 (23203),Evolutionary Biology (0),M,"Sep 04 - Dec 09, 16:00-17:15 (W)",Colin Garroway,
BIOL 3300,A01 (11455),Evolutionary Biology (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Colin Garroway,
BIOL 3300,B01 (23202),Evolutionary Biology (0),M,"Sep 04 - Dec 09, 14:30-15:45 (W)",Colin Garroway,
BIOL 3310,A01 (11512),Foundations of Population Ecology (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Darren Gillis,
BIOL 3310,B01 (23839),Foundations of Population Ecology (0),M,"Sep 04 - Dec 09, 14:30-16:45 (F)",Darren Gillis,
BIOL 3312,B01 (22289),Community Ecology (0),M,"Sep 07 - Sep 07, 06:30-19:30 (S)",John Markham,
BIOL 3312,K01 (11458),Community Ecology (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",John Markham,
BIOL 3312,B02 (22290),Community Ecology (0),M,"Sep 21 - Sep 21, 06:30-19:30 (S)",John Markham,
BIOL 3350,B01 (23389),Data Analysis in Ecology (0),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",TBA,
BIOL 3350,A01 (11751),Data Analysis in Ecology (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",James Roth,
BIOL 3360,A01 (11509),Animal Behaviour (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Kevin Fraser,
BIOL 3400,B01 (12515),Plant Physiology (0),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Sylvie Renault,
BIOL 3400,B02 (12516),Plant Physiology (0),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Sylvie Renault,
BIOL 3400,A01 (12514),Plant Physiology (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Sylvie Renault,
BIOL 3470,B02 (21116),Environmental Physiology of Animals 1 (0),M,"Sep 04 - Dec 09, 14:30-17:25 (R)",Kevin Scott,
BIOL 3470,B01 (21115),Environmental Physiology of Animals 1 (0),M,"Sep 04 - Dec 09, 14:30-17:25 (W)",Kevin Scott,
BIOL 3470,A01 (11752),Environmental Physiology of Animals 1 (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Kenneth Jeffries,
BIOL 3542,A01 (19923),Developmental Biology (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Lei Xing,
BIOL 4100,A01 (11463),Honours Thesis (Part A) (3),M,Sep 04 - Dec 09,Kevin Fraser,
BIOL 4210,B01 (24622),Biology of Fishes (0),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",Darren Gillis,
BIOL 4210,A01 (24621),Biology of Fishes (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Darren Gillis,
BIOL 4220,A01 (11921),Marine Biodiversity (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Gail Davoren,
BIOL 4300,A01 (17752),Evolution and Adaptation (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Anne Worley,
BIOL 4542,A01 (17769),Genes and Development (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Jeffrey Marcus,
BIOL 4554,B01 (23841),Molecular Biology Techniques for Eukaryotes - DNA (0),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Mark Belmonte,
BIOL 4554,A01 (12131),Molecular Biology Techniques for Eukaryotes - DNA (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Mark Belmonte,
BIOL 4556,B01 (23845),Molecular Biology Techniques for Eukaryotes - RNA (0),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Dirk Weihrauch,
BIOL 4556,A01 (12132),Molecular Biology Techniques for Eukaryotes - RNA (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Dirk Weihrauch,
BIOL 4800,T06 (25461),Marine Field Ecology (3),M,Sep 04 - Dec 09,Gail Davoren,
BIOL 7100,A01 (12520),Core Skills in Biological Sciences Research (3),M,"Sep 04 - Dec 09, 10:30-12:20 (M)",W Anderson,
BIOL 7554,B01 (23843),Molecular Biology of Eukaryotes (DNA) (0),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Mark Belmonte,
BIOL 7554,A01 (12133),Molecular Biology of Eukaryotes (DNA) (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Mark Belmonte,
BIOL 7556,B01 (23851),Molecular Biology of Eukaryotes (RNA) (0),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Dirk Weihrauch,
BIOL 7556,A01 (12134),Molecular Biology of Eukaryotes (RNA) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Dirk Weihrauch,
BIOL 7600,T06 (23105),Analysis of Ecological Data (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",James Roth,
BIOL 7600,B01 (24520),Analysis of Ecological Data (0),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",TBA,
CHEM 1018,A01 (22311),Chemistry - The Central Science (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Angela Kuchison,
CHEM 1100,A04 (21153),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Frank Schweizer,
CHEM 1100,A03 (21152),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",James Xidos,
CHEM 1100,A02 (21151),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Olesya Fedoryak,
CHEM 1100,A05 (21154),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",James Xidos,
CHEM 1100,A01 (21150),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",James Xidos,
CHEM 1100,A07 (21156),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",James Xidos,
CHEM 1100,A06 (21155),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Sep 04 - Dec 09, 14:30-15:45 (MW)",James Xidos,
CHEM 1110,A02 (21158),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Katie Mitchell-Koch,
CHEM 1110,A01 (21157),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Hans Schreckenbach,
CHEM 1120,A02 (21173),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 08:30-11:20 (T)",Olesya Fedoryak,
CHEM 1120,A04 (21175),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 08:30-11:20 (W)",TBA,
CHEM 1120,A05 (21176),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1120,A03 (21174),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 14:30-17:20 (T)",TBA,
CHEM 1120,A06 (21177),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 08:30-11:20 (R)",Olesya Fedoryak,
CHEM 1120,A07 (21178),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 14:30-17:20 (R)",TBA,
CHEM 1120,A09 (21180),Introduction to Chemistry Techniques (3),M,"Sep 04 - Dec 09, 14:30-17:20 (F)",TBA,
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Dec 06 - Dec 06, 14:30-17:20 (F)",Olesya Fedoryak,
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 04 - Nov 04, 14:30-17:20 (M)",Olesya Fedoryak,
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 21 - Oct 21, 14:30-17:20 (M)",Olesya Fedoryak,
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 16 - Sep 16, 14:30-17:20 (M)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 20 - Nov 20, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 23 - Oct 23, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 18 - Sep 18, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Dec 04 - Dec 04, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 09 - Oct 09, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Sep 25 - Sep 25, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A02 (21185),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 06 - Nov 06, 14:30-17:20 (W)",Olesya Fedoryak,
CHEM 1126,A01 (21184),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Nov 18 - Nov 18, 14:30-17:20 (M)",Olesya Fedoryak,
CHEM 1126,A03 (21186),Introduction to Chemistry Techniques for Engineering 2 (1.5),M,"Oct 11 - Oct 11, 14:30-17:20 (F)",Olesya Fedoryak,
